Date,Open,High,Low,Close,Adj Close,Volume
2018-05-11,15.500000,17.070000,15.250000,16.059999,16.059999,11585200
2018-05-14,16.680000,18.950001,16.600000,18.379999,18.379999,3893800
2018-05-15,18.379999,20.750000,17.799999,19.000000,19.000000,3063500
2018-05-16,19.790001,22.750000,19.299999,22.500000,22.500000,3011000
2018-05-17,23.299999,24.350000,19.250000,20.000000,20.000000,8340000
2018-05-18,19.330000,20.200001,19.010000,19.040001,19.040001,2458800
2018-05-21,19.850000,20.100000,19.080000,19.180000,19.180000,2533300
2018-05-22,19.450001,19.730000,18.750000,19.480000,19.480000,1641700
2018-05-23,19.490000,20.430000,19.219999,19.959999,19.959999,2793900
2018-05-24,20.690001,23.379999,20.500000,23.090000,23.090000,4527800
2018-05-25,23.389999,24.350000,22.500000,23.930000,23.930000,3590100
2018-05-29,23.900000,24.740000,22.320000,23.270000,23.270000,2576200
2018-05-30,23.530001,25.870001,23.506001,25.870001,25.870001,3359200
2018-05-31,26.500000,27.200001,24.600000,25.450001,25.450001,3552300
2018-06-01,26.000000,29.590000,26.000000,29.070000,29.070000,4203500
2018-06-04,30.299999,31.600000,27.670000,29.700001,29.700001,6116200
2018-06-05,29.799999,29.990000,27.049999,29.719999,29.719999,4506800
2018-06-06,30.389999,31.330000,27.570000,29.260000,29.260000,8474000
2018-06-07,28.540001,30.500000,27.500000,29.870001,29.870001,5482700
2018-06-08,29.299999,35.299999,28.860001,34.889999,34.889999,9780800
2018-06-11,35.750000,37.450001,33.230000,36.389999,36.389999,8422800
2018-06-12,37.400002,37.610001,35.500000,36.220001,36.220001,5311600
2018-06-13,36.360001,39.599998,35.700001,38.939999,38.939999,4936600
2018-06-14,40.020000,47.900002,38.529999,44.040001,44.040001,14441300
2018-06-15,44.400002,50.820000,42.299999,46.200001,46.200001,15495700
2018-06-18,45.349998,49.849998,44.299999,48.570000,48.570000,9483100
2018-06-19,47.799999,50.490002,42.070000,42.720001,42.720001,11072000
2018-06-20,46.310001,46.720001,41.349998,43.990002,43.990002,7507000
2018-06-21,42.759998,43.860001,37.509998,38.029999,38.029999,8411300
2018-06-22,38.470001,39.222000,34.869999,35.849998,35.849998,9796100
