Date,Open,High,Low,Close,Adj Close,Volume
2018-01-29,11.750000,11.750000,11.000000,11.170000,11.170000,11371400
2018-01-30,11.150000,11.300000,10.640000,10.650000,10.650000,5929500
2018-01-31,10.780000,10.880000,10.155000,10.280000,10.280000,5394900
2018-02-01,10.160000,10.400000,10.020000,10.280000,10.280000,2048800
2018-02-02,10.220000,10.290000,10.010000,10.200000,10.200000,2003700
2018-02-05,9.930000,9.990000,9.500000,9.530000,9.530000,3091800
2018-02-06,9.200000,10.440000,9.030000,10.290000,10.290000,4061200
2018-02-07,10.470000,10.470000,9.380000,9.470000,9.470000,5133500
2018-02-08,9.560000,9.750000,8.926000,9.030000,9.030000,3426800
2018-02-09,9.090000,9.240000,8.080000,8.740000,8.740000,4435100
2018-02-12,8.900000,9.220000,8.735000,9.110000,9.110000,1798700
2018-02-13,9.190000,9.880000,9.160000,9.780000,9.780000,3225400
2018-02-14,9.650000,9.745000,9.320000,9.450000,9.450000,2362800
2018-02-15,9.500000,9.680000,9.310000,9.480000,9.480000,1367500
2018-02-16,9.400000,9.590000,9.400000,9.420000,9.420000,964100
2018-02-20,9.410000,9.480000,9.220000,9.280000,9.280000,768200
2018-02-21,9.360000,9.510000,9.250000,9.340000,9.340000,960200
2018-02-22,9.310000,9.410000,9.200000,9.260000,9.260000,612200
2018-02-23,9.320000,9.349000,9.050000,9.080000,9.080000,1143100
2018-02-26,9.100000,9.200000,9.100000,9.140000,9.140000,720900
2018-02-27,9.100000,9.150000,8.920000,8.950000,8.950000,979200
2018-02-28,8.920000,8.985000,8.800000,8.800000,8.800000,872100
2018-03-01,8.820000,9.160000,8.800000,8.970000,8.970000,1099100
2018-03-02,9.180000,9.400000,9.010000,9.330000,9.330000,1555300
2018-03-05,9.210000,9.490000,9.120000,9.340000,9.340000,1186400
2018-03-06,9.370000,9.760000,9.340000,9.630000,9.630000,1174800
2018-03-07,9.520000,9.760000,9.510000,9.680000,9.680000,812000
2018-03-08,9.720000,9.990000,9.610000,9.900000,9.900000,1508600
2018-03-09,9.970000,9.990000,9.620000,9.680000,9.680000,1161000
2018-03-12,9.630000,9.690000,9.345000,9.480000,9.480000,1324700
2018-03-13,9.730000,9.840000,9.480000,9.520000,9.520000,969600
2018-03-14,9.560000,9.700000,9.445000,9.530000,9.530000,735200
2018-03-15,9.500000,9.770000,9.400000,9.490000,9.490000,1365800
2018-03-16,9.550000,9.850000,9.550000,9.800000,9.800000,1582600
2018-03-19,9.840000,9.840000,9.520000,9.590000,9.590000,2437100
2018-03-20,9.670000,9.740000,9.420000,9.440000,9.440000,1347200
2018-03-21,9.420000,9.445000,9.230000,9.280000,9.280000,934100
2018-03-22,9.130000,9.130000,8.875000,8.960000,8.960000,2182000
2018-03-23,8.900000,8.960000,8.300000,8.410000,8.410000,2745700
2018-03-26,8.690000,8.720000,8.105000,8.320000,8.320000,2127500
2018-03-27,8.410000,8.590000,8.220000,8.270000,8.270000,2282300
2018-03-28,8.300000,8.400000,8.130000,8.200000,8.200000,1559300
2018-03-29,8.280000,8.310000,8.120000,8.250000,8.250000,763100
2018-04-02,8.180000,8.360000,8.020000,8.110000,8.110000,1214500
2018-04-03,8.120000,8.290000,8.110000,8.130000,8.130000,754400
2018-04-04,7.940000,8.690000,7.910000,8.590000,8.590000,3070600
2018-04-05,8.700000,8.760000,8.180000,8.240000,8.240000,1444300
2018-04-06,8.240000,8.290000,8.040000,8.120000,8.120000,1032600
2018-04-09,8.160000,8.410000,8.160000,8.320000,8.320000,848600
2018-04-10,8.420000,8.730000,8.390000,8.700000,8.700000,1648600
2018-04-11,8.610000,8.800000,8.410000,8.520000,8.520000,1270600
2018-04-12,8.530000,8.800000,8.530000,8.650000,8.650000,744600
2018-04-13,8.650000,8.860000,8.645000,8.770000,8.770000,938600
2018-04-16,8.800000,8.825000,8.510000,8.570000,8.570000,864300
2018-04-17,8.580000,8.680000,8.520000,8.560000,8.560000,539500
2018-04-18,8.550000,8.715000,8.520000,8.520000,8.520000,441700
2018-04-19,8.520000,8.600000,8.390000,8.470000,8.470000,665100
2018-04-20,8.420000,8.470000,8.210000,8.470000,8.470000,796000
2018-04-23,8.510000,8.510000,8.280000,8.370000,8.370000,837800
2018-04-24,8.500000,8.560000,8.250000,8.560000,8.560000,1430100
2018-04-25,8.560000,8.560000,8.160000,8.250000,8.250000,1516000
2018-04-26,8.330000,8.590000,8.330000,8.500000,8.500000,1596100
2018-04-27,8.500000,8.880000,8.480000,8.810000,8.810000,972200
2018-04-30,8.840000,8.891000,8.480000,8.600000,8.600000,785900
2018-05-01,8.520000,8.690000,8.440000,8.490000,8.490000,798000
2018-05-02,8.500000,8.610000,8.450000,8.500000,8.500000,1061100
2018-05-03,8.490000,8.660000,8.480000,8.610000,8.610000,900800
2018-05-04,8.500000,8.540000,8.370000,8.500000,8.500000,708600
2018-05-07,8.500000,8.780000,8.500000,8.670000,8.670000,1137900
2018-05-08,8.610000,8.800000,8.610000,8.770000,8.770000,875000
2018-05-09,8.740000,9.345000,8.740000,9.260000,9.260000,2386100
2018-05-10,9.270000,9.500000,9.240000,9.470000,9.470000,1356000
2018-05-11,9.620000,9.650000,9.370000,9.490000,9.490000,1139400
2018-05-14,9.460000,9.740000,9.420000,9.650000,9.650000,1862600
2018-05-15,9.500000,9.570000,9.340000,9.500000,9.500000,938300
2018-05-16,9.470000,9.500000,9.310000,9.400000,9.400000,1071000
2018-05-17,9.490000,9.740000,9.460000,9.480000,9.480000,1081200
2018-05-18,9.480000,9.690000,9.440000,9.630000,9.630000,682800
2018-05-21,9.750000,9.940000,9.630000,9.850000,9.850000,1683200
2018-05-22,9.900000,9.900000,9.450000,9.680000,9.680000,1218400
2018-05-23,9.540000,9.740000,9.500000,9.660000,9.660000,560500
2018-05-24,9.680000,9.830000,9.618000,9.710000,9.710000,756700
2018-05-25,9.700000,9.785000,9.630000,9.780000,9.780000,324400
2018-05-29,9.610000,9.760000,9.505000,9.600000,9.600000,1319800
2018-05-30,9.580000,9.600000,9.470000,9.500000,9.500000,998300
2018-05-31,9.480000,9.560000,9.420000,9.530000,9.530000,1616300
2018-06-01,9.610000,9.710000,9.450000,9.610000,9.610000,2882500
2018-06-04,9.760000,11.073000,9.720000,10.880000,10.880000,7971100
2018-06-05,11.530000,11.790000,11.010000,11.190000,11.190000,7237300
2018-06-06,11.340000,11.610000,11.130000,11.330000,11.330000,4260600
2018-06-07,11.360000,11.400000,10.830000,10.970000,10.970000,3134600
2018-06-08,11.080000,11.400000,10.450000,11.330000,11.330000,4558200
2018-06-11,11.500000,12.500000,11.348000,12.250000,12.250000,7819900
2018-06-12,12.860000,13.250000,12.375000,12.750000,12.750000,7453600
2018-06-13,13.020000,13.205000,12.250000,12.470000,12.470000,5833500
2018-06-14,12.980000,13.430000,12.755000,13.380000,13.380000,9929000
2018-06-15,13.960000,15.300000,13.580000,13.850000,13.850000,22022500
